pair_name,priority,category,example_id,audio_filename,question,options_text,answer_label,audio_prediction,noaudio_prediction,audio_parse_status,noaudio_parse_status,audio_raw_prediction,noaudio_raw_prediction,n_options,audio_is_correct,noaudio_is_correct
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,17613.mp3__2,17613.mp3,"What happens immediately after this event first appears: ""A faint whistle in the distance.""?","A. Thunder roars. | B. Consecutive thumping sounds. | C. Nails hitting metal irregularly nearby. | D. This is the last event, no immediate event after.",C,C,D,exact-label,exact-label,C,D,4,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,118341.mp3__1,118341.mp3,"What happens immediately after this event first appears: ""A hammer hitting a nail repeatedly with varying intensities.""?","A. This is the last event, no immediate event after. | B. A hammer strikes a nail three times with varying pauses in between. | C. Repeated hammering as a nail is being driven.",B,B,C,exact-label,exact-label,B,C,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,122761.mp3__0,122761.mp3,"What happens immediately after this event first appears: ""A vacuum cleaner powers on with a continuous hum of consistent intensity and gradually fades away when turned off.""?","A. A vacuum cleaner is quickly powered on and off. | B. This is the last event, no immediate event after. | C. A vacuum cleaner powers on, producing a continuous hum of consistent intensity.",A,A,C,exact-label,exact-label,A,C,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,127704.mp3__1,127704.mp3,"What happens immediately after this event first appears: ""Horn-like sound blaring.""?","A. High-pitched lasers shooting. | B. Heavy background noise. | C. This is the last event, no immediate event after.",A,A,C,exact-label,exact-label,A,C,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,128130.mp3__1,128130.mp3,"What happens immediately after this event first appears: ""A dog or wolf moans eerily.""?","A. A dog or wolf moans. | B. This is the last event, no immediate event after. | C. A dog or wolf moans loudly in a creepy manner.",C,C,A,exact-label,exact-label,C,A,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,141512.mp3__1,141512.mp3,"What happens immediately after this event first appears: ""A drill is shutting down.""?","A. This is the last event, no immediate event after. | B. A drill is running. | C. A drill is rotating.",C,C,A,exact-label,exact-label,C,A,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,143225.mp3__0,143225.mp3,"What happens immediately after this event first appears: ""A baby is trying to talk.""?","A. A person coughing indoors. | B. Someone clearing their throat indoors. | C. This is the last event, no immediate event after.",A,A,C,exact-label,exact-label,A,C,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,143930.mp3__0,143930.mp3,"What happens immediately after this event first appears: ""A loud rustling sound of someone moving indoors.""?","A. Rhythmic pedaling sounds from an indoor bike. | B. This is the last event, no immediate event after. | C. A sharp, high-pitched beep sounds after a button is pressed.",C,C,A,exact-label,exact-label,C,A,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,155126.mp3__1,155126.mp3,"What happens immediately after this event first appears: ""People talking quietly in the background.""?","A. This is the last event, no immediate event after. | B. Truck engine running. | C. A truck reversing beeps.",C,C,A,exact-label,exact-label,C,A,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,160157.mp3__0,160157.mp3,"What happens immediately after this event first appears: ""Crickets chirping quietly in a periodic pattern outside.""?","A. Thunder rumbles loudly in a muffled manner. | B. A car passes loudly, then fades away. | C. This is the last event, no immediate event after.",A,A,C,exact-label,exact-label,A,C,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,164439.mp3__0,164439.mp3,"What happens immediately after this event first appears: ""Two men are talking clearly.""?","A. Hands clapping unrhythmically in a studio. | B. Two men are talking with overlapping noises. | C. This is the last event, no immediate event after.",A,A,B,exact-label,exact-label,A,B,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,165039.mp3__1,165039.mp3,"What happens immediately after this event first appears: ""Thumping sounds in the background.""?","A. Clanging sounds at a construction site. | B. A jackhammer is drilling. | C. This is the last event, no immediate event after.",A,A,C,exact-label,exact-label,A,C,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,168306.mp3__0,168306.mp3,"What happens immediately after this event first appears: ""A wooden door is closing.""?","A. Non-rhythmic footsteps on wood. | B. This is the last event, no immediate event after. | C. Rhythmic footsteps on wood.",A,A,B,exact-label,exact-label,A,B,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,170871.mp3__1,170871.mp3,"What happens immediately after this event first appears: ""A young person laughs in the distance with decreasing volume and pitch.""?","A. A group of people singing loudly in a choir with light echo. | B. A person is speaking quietly and muffled in the distance. | C. This is the last event, no immediate event after.",B,B,C,exact-label,exact-label,B,C,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,171220.mp3__1,171220.mp3,"What happens immediately after this event first appears: ""A microphone is being adjusted.""?","A. A cat makes sounds. | B. This is the last event, no immediate event after. | C. A cat meows.",A,A,B,exact-label,exact-label,A,B,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,17208.mp3__0,17208.mp3,"What happens immediately after this event first appears: ""A train is approaching a station.""?","A. A train passes by a station without stopping. | B. This is the last event, no immediate event after. | C. Train moving away from a station.",A,A,B,exact-label,exact-label,A,B,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,172734.mp3__1,172734.mp3,"What happens immediately after this event first appears: ""The vacuum cleaner slows down and turns off with a fading suction sound.""?","A. A vacuum cleaner is running with a steady suction sound. | B. This is the last event, no immediate event after. | C. Objects clatter and are moved.",C,C,B,exact-label,exact-label,C,B,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,173978.mp3__1,173978.mp3,"What happens immediately after this event first appears: ""A ship honks its foghorn loudly with a deep tone from far away.""?","A. A muffled human voice is heard briefly nearby. | B. This is the last event, no immediate event after. | C. Background noise playing monotonously.",A,A,B,exact-label,exact-label,A,B,3,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,105236.mp3__0,105236.mp3,"What happens immediately after this event first appears: ""A bee buzzes rapidly with a high-pitched hum in a natural outdoor setting.""?","A. Birds chirp while bees buzz in the background. | B. This is the last event, no immediate event after.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,127802.mp3__1,127802.mp3,"What happens immediately after this event first appears: ""Waves crash rhythmically against the shoreline, varying in intensity, accompanied by muffled voices of people talking nearby.""?","A. This is the last event, no immediate event after. | B. Unceasing crashing waves echo continuously in the background.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,129294.mp3__1,129294.mp3,"What happens immediately after this event first appears: ""Two quiet, dull knocks on wood.""?","A. This is the last event, no immediate event after. | B. A single metallic clank sounds.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,137698.mp3__1,137698.mp3,"What happens immediately after this event first appears: ""Someone is speaking.""?","A. This is the last event, no immediate event after. | B. Noise.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,147883.mp3__1,147883.mp3,"What happens immediately after this event first appears: ""A fast, loud saxophone tone with sharp, fluctuating pitches.""?","A. A fast, loud saxophone tone with sharp, fluctuating pitches that slow down at the end. | B. This is the last event, no immediate event after.",B,B,A,exact-label,exact-label,B,A,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,155780.mp3__0,155780.mp3,"What happens immediately after this event first appears: ""A dampened drop sound.""?","A. A car engine hesitantly starts. | B. This is the last event, no immediate event after.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,164315.mp3__0,164315.mp3,"What happens immediately after this event first appears: ""Calm footsteps on a wooden floor.""?","A. Fast, loud footsteps on a wooden floor. | B. This is the last event, no immediate event after.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,172735.mp3__0,172735.mp3,"What happens immediately after this event first appears: ""A machine hums and whirrs electrically.""?","A. An engine halts followed by a metallic clicking sound. | B. This is the last event, no immediate event after.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,173923.mp3__0,173923.mp3,"What happens immediately after this event first appears: ""A person is playing a didgeridoo rhythmically in a steady pattern.""?","A. A person plays the didgeridoo rhythmically, gradually increasing in intensity. | B. This is the last event, no immediate event after.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,audio_only_correct,175130.mp3__0,175130.mp3,"What happens immediately after this event first appears: ""A child is speaking in Spanish.""?","A. Alarm beeps. | B. This is the last event, no immediate event after.",A,A,B,exact-label,exact-label,A,B,2,True,False
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,128064.mp3__2,128064.mp3,"What happens immediately after this event first appears: ""A pig grunts twice with a fast, raspy sound separated by a quiet pause.""?","A. Several birds chirping softly and continuously outdoors. | B. A short, fast, high-pitched pig grunt. | C. A pig grunts gutturally and raspily in bursts while people talk in the background. | D. A bird chirps softly and continuously. | E. A bird chirps once with a high-pitched tone. | F. A bird chirping quietly outdoors. | G. A pig grunts quietly twice. | H. Birds chirping continuously with faint background chatter. | I. High-pitched, continuous raspy pig grunt. | J. This is the last event, no immediate event after. | K. A bird emits an abrupt high-pitched call, possibly while flying away. | L. Muffled, indistinct overlapping voices with occasional pig grunts. | M. A pig grunts shortly and quickly. | N. A pig grunts continuously in a quiet, monotone manner. | O. A raspy, guttural, high-pitched pig grunt. | P. A pig grunts gutturally and raspily, with the pitch increasing. | Q. A pig is grunting continuously.",B,C,B,exact-label,exact-label,C,B,17,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,141704.mp3__11,141704.mp3,"What happens immediately after this event first appears: ""A woman is yelling in Spanish.""?","A. A woman celebrates with a high-pitched whoop. | B. A man is speaking in Spanish. | C. A man is speaking muffled. | D. Muffled crowd talking. | E. A crowd boos and whistles together. | F. A crowd of people cheering loudly in an arena. | G. This is the last event, no immediate event after. | H. A muffled thumping sound in the background. | I. A large crowd cheering in an arena. | J. A crowd of people making noise in an arena. | K. A person is whistling in the distance. | L. Multiple men chanting muffled words.",G,A,G,exact-label,exact-label,A,G,12,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,127804.mp3__9,127804.mp3,"What happens immediately after this event first appears: ""Sounds of fighting as in children's animated series or films.""?","A. Someone yells loudly. | B. Footsteps of someone walking in cowboy boots. | C. American midwestern country music playing in the background. | D. This is the last event, no immediate event after. | E. Rattling sound of a musical instrument. | F. A middle-aged man is speaking and giving instructions to a group of people. | G. A cow moos occasionally. | H. Chickens clucking and cawing. | I. Metallic sounds. | J. Metallic clamping sounds of a structure sealing shut.",D,A,D,exact-label,exact-label,A,D,10,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,176385.mp3__4,176385.mp3,"What happens immediately after this event first appears: ""A child screams.""?","A. A baby making sounds. | B. A child screams playfully outside. | C. People are talking outside on the street. | D. A child screams in a high-pitched voice. | E. A motorcycle passes on the street. | F. A vehicle honks in the background. | G. This is the last event, no immediate event after. | H. Traffic sounds. | I. A motorcycle passes by. | J. A car is passing on the street.",D,B,D,exact-label,exact-label,B,D,10,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,17056.mp3__7,17056.mp3,"What happens immediately after this event first appears: ""A crackling sound of lightning in the sky.""?","A. Quiet rain in the background. | B. Rainfall sounds. | C. Thunder rumbling in the distance. | D. A low rumble of thunder in the distance. | E. A loud thunderclap nearby. | F. Loud thunderclap nearby, fading into the distance. | G. This is the last event, no immediate event after. | H. Rainfall in the background.",G,F,G,exact-label,exact-label,F,G,8,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,117077.mp3__6,117077.mp3,"What happens immediately after this event first appears: ""A frog croaks with a high-pitched sound in the field.""?","A. Constant white noise of wind. | B. This is the last event, no immediate event after. | C. A sheep is baaing in the distance. | D. A sheep baas in the distance. | E. Birds making periodic squeaking sounds in the distance. | F. Crickets buzz periodically in the field. | G. A cricket buzzes briefly in the field.",B,C,B,exact-label,exact-label,C,B,7,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,14525.mp3__6,14525.mp3,"What happens immediately after this event first appears: ""Vehicle starting and driving away in the background.""?","A. A child is exclaiming indistinctly in the background. | B. A woman is speaking in Italian. | C. This is the last event, no immediate event after. | D. People talking faintly in the background. | E. A man shouts twice in a foreign language. | F. A child is shouting indistinctly in the background. | G. A child exclaims in the background.",C,B,C,exact-label,exact-label,B,C,7,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,166930.mp3__3,166930.mp3,"What happens immediately after this event first appears: ""A sharp metallic clatter.""?","A. Metal clashing. | B. Male voices chattering faintly in the distance with echoes through a hall. | C. A sharp metallic sound. | D. Metal hits the floor with a sharp clattering sound. | E. Construction noises echoing off hard surfaces. | F. A swift, raspy swish of an object being dragged or swiped across a smooth surface. | G. This is the last event, no immediate event after.",C,D,C,exact-label,exact-label,D,C,7,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,114629.mp3__3,114629.mp3,"What happens immediately after this event first appears: ""The sound of water waves on the beach gradually increasing.""?","A. A wave on the beach rises loudly and rapidly. | B. A large wave on the beach fades away quietly. | C. This is the last event, no immediate event after. | D. A large wave rapidly increases in volume on the beach. | E. The quiet, repetitive sound of flowing water. | F. The loud, turbulent, and calming sound of waves on the beach.",F,A,F,exact-label,exact-label,A,F,6,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,130864.mp3__5,130864.mp3,"What happens immediately after this event first appears: ""A train gradually moving away on the tracks.""?","A. A car rapidly accelerates and approaches. | B. A train is approaching. | C. A loud car crash is heard from a distance on the train track. | D. This is the last event, no immediate event after. | E. A car and a train gradually approach each other. | F. A car is speeding up and approaching.",D,C,D,exact-label,exact-label,C,D,6,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,137836.mp3__1,137836.mp3,"What happens immediately after this event first appears: ""A metallic object clinks softly.""?","A. A man is speaking in an unrecognizable language. | B. A hammer strikes a metallic object in a steady rhythm, producing a high-pitched metallic sound that echoes in a room. | C. A hammer strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo. | D. A hammer softly strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo. | E. This is the last event, no immediate event after. | F. Soft white noise plays consistently in the background.",D,B,D,exact-label,exact-label,B,D,6,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,170298.mp3__5,170298.mp3,"What happens immediately after this event first appears: ""A cat growls while breathing heavily.""?","A. A cat growls twice loudly. | B. This is the last event, no immediate event after. | C. A cat meows shortly. | D. A cat meows twice while growling. | E. A cat growls multiple times. | F. A cat meows.",B,C,B,exact-label,exact-label,C,B,6,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,100491.mp3__4,100491.mp3,"What happens immediately after this event first appears: ""The whooshing sound of displaced air as a train passes by gradually fades.""?","A. A continuous, rhythmic bell chime gradually increasing in volume. | B. A brief burst of pressurized air or steam hissing. | C. This is the last event, no immediate event after. | D. A continuous and rhythmic bell chime gradually fading and decreasing. | E. The sound of air whooshing as a train passes by gradually increases.",C,B,C,exact-label,exact-label,B,C,5,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,102876.mp3__1,102876.mp3,"What happens immediately after this event first appears: ""A bright, rhythmic trumpet lick with a jazzy feel.""?","A. A solo trumpet plays a clean phrase in a jazz style. | B. The trumpet lick is played louder with less echo and an added distinct extra note. | C. An upbeat, rhythmic trumpet lick played in a jazz style. | D. A rhythmic trumpet lick with added echo creating a wider and more ambient sound. | E. This is the last event, no immediate event after.",C,D,C,exact-label,exact-label,D,C,5,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,104760.mp3__2,104760.mp3,"What happens immediately after this event first appears: ""Heavy-duty internal combustion engine vehicle shifts into gear with a loud muffled thud.""?","A. Air pressure hisses as a mechanical part of a heavy vehicle releases. | B. Repeated heavy metallic clicking. | C. Heavy-duty internal combustion engine idling. | D. This is the last event, no immediate event after. | E. A heavy-duty internal combustion engine powers a large vehicle as it drives away, gradually increasing speed in a controlled manner.",E,A,E,exact-label,exact-label,A,E,5,False,True
audio-flamingo-3__vs__audio-flamingo-3-no-audio,3,noaudio_only_correct,108843.mp3__4,108843.mp3,"What happens immediately after this event first appears: ""A cat is playing while moving around.""?","A. A cat is meowing. | B. A cat meows. | C. Footsteps on a wood floor. | D. This is the last event, no immediate event after. | E. A cat meowing.",D,C,D,exact-label,exact-label,C,D,5,False,True
